"B11  3",16050,11124,0,1,0,0,0,0,0,0,1,28,25,6,298,6,7,168,16,34,32,16,2,2,0,0,10,3,1,0,0,0,1,0,20,7,9,3,0,1,0,0,0,9,5,145,372,0,42,45,278,7,3755,1691,23,615,432,368,350,6,5,106,0,6,0,153,67,5,9,15,0,2,6,9,0,20,1,1,3,0,0,0,171,0,2,112,0,0,6,0,5,0,0,25,1,1,7,12,13,13,7,4,3,0
"B11  4",11626,6967,0,1,0,0,0,0,0,0,1,7,7,8,126,1,10,42,0,0,34,0,1,6,0,0,31,1,0,0,0,0,0,0,5,3,0,0,1,1,0,0,0,5,5,207,226,0,20,14,189,3,3792,1747,16,620,621,310,302,1,7,11,7,3,3,144,80,9,10,32,0,0,13,7,0,7,2,0,0,0,0,0,167,1,6,139,0,0,3,2,2,1,1,1,0,7,3,1,15,15,8,5,3,0
"B12  0",3877,2790,1,0,0,0,0,0,0,0,0,16,23,2,85,3,5,36,3,6,6,4,5,1,0,1,8,1,3,2,1,0,0,0,11,1,9,0,1,0,0,0,0,5,0,165,145,0,62,52,29,2,286,93,14,65,15,87,3,0,0,1,0,1,0,7,133,15,19,77,2,0,4,5,4,6,1,0,0,0,0,0,209,14,14,168,0,0,0,0,3,0,1,5,0,0,2,2,2,2,4,3,1,0
"B12  8",8186,4983,0,1,0,0,0,0,0,1,0,11,3,1,91,2,21,17,2,3,31,4,0,1,0,2,7,1,0,0,0,0,0,0,21,1,20,0,0,0,0,0,0,9,0,608,178,0,32,53,91,2,1986,883,13,360,140,378,95,0,0,10,0,0,6,101,45,8,13,13,1,0,1,1,6,0,2,0,1,0,0,0,224,3,13,172,0,0,0,0,3,0,1,3,0,5,13,11,16,16,8,6,2,0
"B12  9",7474,5023,1,0,0,0,0,0,0,0,0,14,6,5,100,4,13,39,1,2,13,4,1,5,0,2,13,3,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,3,0,711,90,0,21,28,37,4,1271,567,13,298,213,103,38,0,0,4,2,1,0,32,71,2,4,49,2,0,1,0,0,13,0,0,1,1,1,0,159,3,16,120,0,0,3,1,2,0,0,9,0,3,2,0,8,8,5,2,3,0
"B13  0",12922,11678,1,1,1,0,0,0,0,0,0,12,12,6,109,16,13,49,4,0,0,1,4,1,5,6,8,2,0,0,0,0,0,0,22,16,5,1,0,0,0,0,0,5,7,55,58,0,11,18,29,0,828,334,30,233,40,33,117,0,0,8,1,0,0,32,61,6,16,28,1,1,0,3,2,3,1,0,0,0,0,0,47,0,7,21,0,1,0,4,0,0,0,11,0,0,1,2,4,4,16,10,4,2
"B13  8",7403,6516,3,0,0,0,0,0,0,0,0,27,8,11,124,10,23,37,7,6,6,4,0,3,1,2,7,5,2,10,1,0,0,0,12,0,10,2,0,0,0,0,0,2,2,106,59,0,16,23,20,0,448,183,11,125,41,10,49,1,0,6,0,1,0,21,49,5,10,15,0,2,10,5,0,2,0,0,0,0,0,0,27,1,1,12,0,0,0,0,2,0,0,1,2,0,1,7,2,2,7,5,2,0
"B13  9",15032,12403,5,2,0,0,0,1,0,0,1,38,9,24,199,26,21,64,5,4,32,3,1,13,6,10,4,6,1,2,0,0,0,1,19,1,10,0,0,8,0,0,0,14,8,173,142,2,18,46,71,5,1728,816,15,349,163,113,155,1,2,10,2,0,4,98,89,13,8,39,3,3,9,8,1,2,3,0,1,2,1,1,156,1,12,113,0,2,1,4,5,0,0,11,1,1,0,5,8,8,12,6,2,4
"B14  4",12148,11612,1,0,0,0,0,0,0,0,0,18,6,5,97,1,5,57,1,0,0,16,1,1,1,2,7,3,1,0,0,0,1,0,9,5,3,0,0,1,0,0,0,9,3,39,27,0,14,5,7,1,245,68,9,67,22,30,35,0,2,4,2,3,0,3,32,3,7,8,2,0,0,3,0,9,0,0,0,0,0,0,37,0,3,16,0,4,0,0,0,0,0,7,4,0,1,2,0,0,8,8,0,0
"B14  5",10413,10022,0,0,0,0,0,0,0,0,0,11,8,2,47,6,5,27,0,0,0,1,0,0,0,2,5,0,1,0,0,0,0,0,5,4,0,0,0,1,0,0,0,3,2,31,43,0,34,4,1,4,100,25,0,31,3,6,14,3,0,15,0,0,0,3,28,4,3,11,0,3,1,4,0,1,1,0,0,2,2,0,95,2,11,59,0,0,0,0,0,1,0,16,1,0,1,4,7,7,7,7,0,0
"B14  6",11630,10851,0,1,1,0,0,0,0,0,0,10,9,7,81,8,11,31,0,3,4,3,6,6,1,2,5,1,0,0,0,0,0,0,14,4,10,0,0,0,0,0,0,11,1,29,90,0,27,36,25,2,370,114,10,112,14,21,72,2,0,17,1,1,0,6,76,5,16,35,1,0,3,6,2,5,3,0,0,0,0,0,61,3,2,27,0,1,0,5,2,0,3,11,0,0,1,6,7,7,12,11,0,1
"B14  7",7313,6717,0,0,0,0,0,0,0,0,0,25,3,11,101,8,20,30,7,0,16,6,0,3,1,1,3,5,0,1,0,0,0,0,7,0,4,0,0,3,0,0,0,3,0,22,27,1,3,9,12,2,335,127,3,96,32,17,42,1,0,9,5,1,0,2,36,7,5,13,4,1,2,3,1,0,0,0,0,0,0,0,25,4,2,7,0,0,3,0,1,0,0,1,0,1,5,1,1,1,0,0,0,0
"B15  1",2503,1977,0,0,0,0,0,0,0,0,0,26,14,16,110,13,5,27,6,3,6,7,11,1,7,19,2,2,0,0,0,0,1,0,4,1,1,1,0,1,0,0,0,3,4,36,124,0,14,94,13,3,28,10,4,7,0,2,1,0,0,0,0,0,0,4,121,11,6,74,2,6,6,5,2,3,6,0,0,0,0,0,38,1,1,14,0,0,2,0,5,0,6,3,0,0,2,4,2,2,0,0,0,0
"B15  2",9405,7988,3,2,2,0,0,0,0,0,0,44,22,44,235,8,27,58,8,12,29,7,7,21,11,26,1,3,3,2,8,1,0,3,13,5,2,2,1,3,0,0,0,23,12,106,175,4,18,139,12,2,271,57,46,71,4,18,19,2,7,18,8,7,3,11,349,34,32,202,6,19,14,6,22,11,3,0,0,2,2,0,90,5,7,39,0,1,7,2,5,1,0,4,0,4,11,4,12,12,14,12,2,0
"B15  3",5802,4997,3,0,0,0,0,0,0,0,0,23,7,25,113,9,19,21,7,4,6,6,0,4,5,24,2,3,0,1,0,0,1,1,3,0,0,0,0,3,0,0,0,9,6,27,64,2,8,48,2,4,328,50,32,98,3,17,39,5,14,34,12,5,1,18,163,3,14,117,2,13,9,2,2,1,0,1,1,0,0,0,27,5,3,2,0,0,2,0,1,2,0,4,0,1,1,6,4,4,1,1,0,0
"B16  0",9500,6829,3,1,1,0,0,0,0,0,0,64,22,12,531,12,7,346,62,9,18,15,26,5,3,7,8,0,0,1,12,0,0,0,15,8,7,0,0,0,0,0,0,25,14,86,175,0,56,80,36,3,1312,496,20,479,199,55,18,2,2,18,1,3,4,15,182,10,11,72,1,8,17,2,8,45,8,0,0,0,0,0,221,4,29,117,0,4,6,7,8,1,2,18,2,3,4,16,2,2,6,3,3,0
"B16  8",6426,4853,4,2,2,0,0,0,0,0,0,83,54,39,336,21,29,153,17,9,14,19,8,15,11,20,4,4,4,5,1,0,0,2,23,3,13,1,4,2,0,0,0,26,15,94,192,0,57,116,12,7,198,36,29,21,10,29,12,7,11,14,18,2,0,9,296,20,18,237,4,6,4,5,1,0,1,0,0,1,1,0,202,15,28,94,2,0,7,2,11,0,6,10,0,2,3,22,3,3,5,5,0,0
"B16  9",6759,5450,2,1,0,0,0,0,0,0,1,36,30,52,388,19,26,180,23,12,20,11,24,13,13,20,12,2,1,1,8,2,0,1,18,7,6,3,1,1,0,0,0,19,6,34,97,0,22,62,8,5,325,67,29,122,6,13,48,0,4,20,5,2,4,5,149,14,20,68,8,7,11,8,3,4,6,0,0,0,0,0,136,8,14,64,2,7,4,4,0,1,2,10,1,1,4,14,6,6,10,9,0,1
"B17  0",8534,7359,5,1,0,0,0,0,0,1,0,27,17,26,253,21,23,66,13,11,34,11,6,4,21,21,5,7,4,0,4,1,0,1,11,5,5,1,0,0,0,0,0,14,2,60,117,1,21,81,10,4,235,51,23,60,3,9,15,5,14,19,15,2,3,16,369,18,14,228,17,35,11,8,9,28,1,0,0,0,0,0,33,3,2,8,0,1,5,0,1,0,0,9,0,0,2,2,1,1,4,0,1,3
"B17  8",8779,7035,3,0,0,0,0,0,0,0,0,28,10,11,283,21,21,117,32,26,7,7,13,9,10,10,4,0,0,1,2,0,3,0,18,9,8,1,0,0,0,0,0,13,9,40,120,0,49,55,16,0,1013,154,53,618,37,40,54,2,7,25,7,2,0,14,98,6,14,47,2,3,4,5,0,12,5,0,1,0,0,0,88,5,5,44,0,4,8,0,0,0,0,10,0,2,2,8,5,5,4,3,1,0
"B17  9",7311,6906,5,0,0,0,0,0,0,0,0,15,14,10,100,17,21,22,0,0,1,0,0,10,0,16,5,5,0,2,0,0,0,1,7,0,6,1,0,0,0,0,0,3,1,13,25,0,2,18,4,1,119,19,10,55,2,6,5,5,7,1,4,0,0,5,72,11,8,40,3,0,3,3,3,1,0,0,0,0,0,0,13,2,0,1,0,2,0,0,0,1,0,3,0,1,0,3,1,1,7,4,0,3
"B18  4",6230,4432,4,1,0,0,0,0,0,1,0,33,12,4,246,3,1,122,24,18,5,35,22,0,7,6,1,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0,5,6,35,191,0,111,38,35,7,1002,286,11,391,136,129,13,0,0,3,4,4,20,5,74,11,6,26,0,0,21,0,3,7,0,0,0,1,1,0,163,3,13,94,0,0,0,6,3,0,3,7,0,2,19,13,14,14,3,3,0,0
"B18  5",4851,3678,0,0,0,0,0,0,0,0,0,39,22,7,168,11,2,96,15,2,16,2,6,1,9,2,3,0,3,0,0,0,0,0,3,2,1,0,0,0,1,1,0,4,6,30,128,0,71,29,23,5,458,125,15,181,48,45,19,0,8,1,1,5,2,8,115,13,17,55,0,0,16,0,0,14,0,0,0,1,1,0,186,6,34,92,0,2,1,2,9,1,2,9,0,2,13,13,2,2,3,2,0,1
"B18  6",1849,1567,1,0,0,0,0,0,0,0,0,27,3,13,79,4,7,23,9,2,6,4,0,1,6,9,4,0,2,0,2,0,0,0,2,1,0,0,0,1,0,0,0,7,0,4,25,0,14,10,0,1,34,10,3,7,0,6,2,0,1,0,4,0,1,0,60,9,1,38,3,0,5,0,1,1,2,0,0,0,0,0,23,0,4,12,0,0,0,0,1,0,0,3,0,0,1,2,2,2,2,2,0,0
"B18  7",2455,2066,0,0,0,0,0,0,0,0,0,17,3,5,56,5,1,38,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,8,2,13,48,0,23,9,11,5,111,40,3,34,2,20,3,0,0,6,0,2,1,0,42,9,7,18,0,0,2,0,1,5,0,0,0,0,0,0,81,1,3,69,0,0,2,0,0,0,0,1,0,0,4,1,0,0,1,1,0,0
"B19  1",8292,5168,0,0,0,0,0,0,0,0,0,34,12,3,101,1,1,52,7,2,5,10,12,2,0,1,6,0,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,6,0,62,130,0,63,15,51,1,2335,598,11,188,260,1129,102,0,3,10,0,2,10,22,120,6,18,18,0,0,68,5,1,4,0,0,1,0,0,0,302,8,63,163,0,0,5,0,9,0,7,6,0,6,13,22,6,6,10,3,4,3
"B19  2",7001,4837,0,0,0,0,0,0,0,0,0,67,46,3,81,0,3,53,3,4,1,8,3,0,0,1,3,2,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,8,2,117,106,0,47,33,21,5,1110,231,5,64,75,669,49,0,1,1,1,1,5,8,63,6,10,19,0,0,21,3,0,4,0,0,0,0,0,0,536,13,43,391,0,1,1,2,24,0,8,29,1,1,3,19,7,7,4,1,3,0
"B19  3",3447,2594,0,1,0,0,0,0,0,1,0,70,25,9,67,3,8,28,0,1,3,4,0,0,10,4,1,1,2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,5,1,59,86,0,42,42,0,2,155,44,2,22,7,67,1,0,0,6,0,0,0,6,48,1,5,33,0,0,5,2,0,2,0,0,0,0,0,0,322,16,37,219,0,1,0,0,10,0,11,10,1,2,5,10,1,1,2,0,0,2
"B2   4",446,254,0,0,0,0,0,0,0,0,0,2,3,3,27,2,1,7,0,0,1,0,1,0,0,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,21,9,0,1,7,0,1,10,3,0,0,0,3,0,2,0,0,0,0,0,2,107,11,7,70,1,0,2,15,1,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0
"B2   5",162,101,0,0,0,0,0,0,0,0,0,2,3,3,11,3,3,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,2,17,0,0,2,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B20  1",8020,6184,1,0,0,0,0,0,0,0,0,19,5,2,255,1,2,204,19,4,0,6,4,0,5,5,0,0,0,0,5,0,0,0,7,6,0,0,0,1,1,1,0,3,1,19,75,0,38,23,14,0,1367,97,27,1114,41,45,36,0,0,1,0,0,2,4,52,1,7,13,1,7,20,0,0,3,0,0,0,0,0,0,15,0,1,0,0,0,0,0,1,0,1,5,0,3,4,0,7,7,7,6,1,0
"B20  2",10345,7947,4,0,0,0,0,0,0,0,0,45,11,6,401,3,8,284,23,9,3,9,16,6,19,6,12,0,1,1,0,0,0,1,7,4,0,3,0,0,0,0,0,8,5,19,144,0,99,23,19,3,1433,184,43,897,50,138,63,1,2,10,6,9,2,28,129,5,6,56,0,4,36,13,2,6,1,0,0,0,0,0,169,9,35,45,2,1,8,3,8,1,4,30,0,2,11,10,8,8,9,7,0,2
"B20  3",14220,9531,2,2,2,0,0,0,0,0,0,46,15,5,397,12,13,296,12,14,12,6,8,2,6,5,8,3,0,0,0,0,0,0,19,0,10,0,0,9,0,0,0,9,0,103,226,2,83,27,108,6,3201,1082,113,597,273,583,361,12,36,29,13,8,9,85,217,13,11,89,1,3,79,3,12,5,1,0,2,3,3,0,412,34,94,179,0,1,4,7,21,0,3,19,0,7,23,20,17,17,13,8,4,1
"B21  0",9485,5917,0,1,0,0,0,0,0,0,1,32,7,5,512,5,3,287,69,17,44,27,27,3,16,2,7,4,0,0,0,0,0,1,9,8,1,0,0,0,0,0,0,6,5,34,205,0,147,26,23,9,2446,304,80,1511,73,318,87,0,8,21,3,6,16,19,150,18,16,52,0,5,50,0,0,6,3,0,1,2,2,0,144,2,10,59,0,1,8,1,5,0,10,7,0,2,26,13,7,7,2,1,1,0
"B21  8",9138,6097,0,0,0,0,0,0,0,0,0,28,18,5,655,10,4,405,122,33,30,13,23,1,6,0,4,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,19,1,25,160,0,98,39,21,2,1901,188,43,1278,62,235,62,1,4,2,1,6,11,8,82,11,4,14,0,3,43,1,1,4,1,0,0,0,0,0,129,4,15,69,0,6,4,2,4,0,2,5,0,2,2,14,11,11,6,3,2,1
"B21  9",10208,6440,0,0,0,0,0,0,0,0,0,34,18,6,446,5,6,306,39,18,10,18,16,0,17,2,8,0,0,0,0,1,0,0,6,3,2,0,0,1,1,1,0,14,1,45,213,0,132,37,41,3,2568,523,81,1267,158,370,86,0,6,19,0,5,9,44,144,4,19,20,0,1,76,0,0,24,0,0,3,1,1,0,237,2,40,139,0,6,3,1,4,0,0,3,0,5,19,15,21,21,10,5,3,2
"B23  5",14446,13509,0,4,3,0,0,1,0,0,0,36,13,9,283,8,9,206,16,3,12,1,7,7,6,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,29,73,1,25,27,20,0,289,75,8,61,15,59,35,2,0,10,12,0,2,10,70,4,19,23,0,1,6,5,1,11,0,0,0,0,0,0,96,5,13,17,0,1,8,2,2,1,1,22,2,3,7,12,5,5,14,12,2,0
"B23  6",10561,9280,0,3,1,0,0,0,0,1,1,34,8,5,554,5,9,429,21,1,23,16,8,24,2,9,4,3,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,17,2,22,47,1,22,13,10,1,369,99,12,78,15,48,18,6,6,17,55,0,2,13,114,5,21,62,2,1,6,3,2,12,0,1,1,0,0,0,73,1,9,21,0,0,1,0,7,1,1,18,0,0,0,14,4,4,13,7,0,6
"B23  7",15745,13822,0,1,0,0,0,1,0,0,0,60,16,10,585,9,11,454,14,10,32,16,14,11,1,5,2,2,1,2,0,0,0,1,5,5,0,0,0,0,0,0,0,18,4,33,77,2,24,17,21,13,788,279,9,232,95,99,32,0,4,16,7,0,0,15,141,12,18,76,3,6,9,4,0,13,0,1,0,0,0,0,146,5,32,16,0,1,6,1,7,0,12,20,0,2,14,30,9,9,29,28,0,1
"B24  0",10125,9623,3,1,1,0,0,0,0,0,0,5,7,4,124,1,8,86,4,1,1,0,4,6,5,7,1,0,0,0,0,0,0,0,12,6,2,4,0,0,0,0,0,7,1,18,27,0,8,12,6,1,149,45,6,50,1,29,10,2,0,0,0,0,0,6,82,8,40,19,3,1,4,5,0,2,0,0,0,0,0,0,43,0,3,21,0,0,0,0,0,0,0,11,2,1,0,5,6,6,13,8,2,3
"B24  8",7662,6486,1,0,0,0,0,0,0,0,0,32,11,11,309,1,23,228,7,7,14,4,9,1,2,5,3,5,0,0,0,0,0,0,12,9,1,2,0,0,8,8,0,6,3,27,67,0,22,31,14,0,542,238,15,81,109,54,18,0,0,8,10,1,3,5,67,6,7,32,1,2,5,3,0,11,0,0,0,0,0,0,58,0,9,19,0,1,5,3,2,0,0,1,1,1,1,15,7,7,15,11,3,1
"B24  9",9868,9093,1,2,0,0,0,1,0,1,0,12,4,8,278,0,8,203,10,6,7,13,6,10,2,6,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,16,66,0,19,22,24,1,251,105,4,55,12,16,32,0,4,4,18,0,0,1,77,7,9,29,0,1,5,5,3,14,4,0,0,0,0,0,43,0,3,2,1,1,0,0,5,0,0,9,0,0,4,18,3,3,2,1,0,1
"B25  8",15119,12773,1,3,3,0,0,0,0,0,0,21,6,9,328,7,6,198,11,10,22,15,12,17,13,3,11,1,2,0,0,0,0,0,6,5,1,0,0,0,5,5,0,6,1,93,199,0,14,11,173,1,1491,539,5,241,151,378,46,1,1,12,76,8,2,31,57,0,5,13,2,2,13,3,1,17,1,0,0,0,0,0,108,10,2,76,0,1,3,0,2,1,0,7,0,2,0,4,5,5,7,5,1,1
"B26  1",10461,9840,1,0,0,0,0,0,0,0,0,6,4,5,121,4,5,79,2,1,9,3,1,13,1,0,3,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,3,4,18,25,0,0,3,20,2,388,134,11,91,19,80,28,0,5,10,2,0,8,0,18,3,1,9,1,0,0,0,0,4,0,0,1,0,0,0,23,0,3,12,0,0,1,1,1,0,0,3,0,0,0,2,1,1,1,1,0,0
"B26  2",11011,10527,2,1,0,0,0,0,0,1,0,7,1,4,73,0,4,39,3,7,0,4,2,4,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,8,25,0,0,5,20,0,271,75,2,74,26,56,16,0,0,5,13,0,0,4,46,1,8,5,0,3,0,0,0,29,0,0,0,0,0,0,27,0,1,10,0,2,0,0,0,0,0,6,1,0,0,7,2,2,1,0,1,0
"B26  3",10070,9578,2,1,1,0,0,0,0,0,0,16,6,12,100,11,3,67,0,2,1,0,3,0,0,7,0,1,2,0,0,0,3,0,2,1,0,0,0,1,0,0,0,6,1,19,30,0,1,11,15,3,214,72,0,45,15,35,14,0,3,13,4,9,0,4,38,4,2,26,1,0,0,1,0,4,0,0,0,0,0,0,40,4,0,17,0,0,0,1,1,0,2,13,0,0,0,2,2,2,3,3,0,0
"B27  6",9158,7919,4,2,0,0,0,0,0,2,0,17,3,9,352,1,4,276,8,9,5,5,5,30,3,0,4,1,0,0,1,0,0,0,3,1,0,2,0,0,0,0,0,14,8,32,32,0,9,8,12,3,641,220,11,176,58,59,58,0,2,4,28,0,1,24,67,4,7,20,0,0,3,6,1,26,0,0,0,0,0,0,48,1,4,26,0,0,1,0,9,0,0,2,0,0,4,1,3,3,4,1,1,2
"B27  7",14513,12686,1,1,1,0,0,0,0,0,0,21,8,9,417,13,9,311,18,10,6,9,13,7,2,3,7,6,0,0,0,0,3,0,23,18,2,2,1,0,0,0,0,12,5,50,96,1,20,26,39,10,1030,378,24,198,75,118,126,0,23,30,23,11,0,24,78,5,21,36,0,1,4,0,1,5,5,0,0,0,0,0,63,1,0,19,0,0,0,1,9,0,5,12,0,1,1,14,9,9,4,3,0,1
"B28  0",13936,12606,2,0,0,0,0,0,0,0,0,15,2,9,87,11,8,24,1,1,5,0,0,7,3,5,9,3,5,4,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0,32,51,0,9,13,28,1,1044,272,22,307,49,50,278,0,13,16,0,1,0,36,38,2,11,15,0,0,2,3,2,1,2,0,1,0,0,0,26,0,0,4,0,3,0,1,5,0,0,7,1,0,1,4,8,8,10,8,0,2
"B28  8",7423,6042,0,0,0,0,0,0,0,0,0,13,10,3,90,8,8,47,3,3,8,3,0,1,0,1,4,4,0,0,0,0,0,0,8,6,1,1,0,0,0,0,0,1,4,39,22,0,1,6,15,0,1108,372,13,322,100,66,195,0,1,2,2,2,0,33,33,1,11,5,0,1,11,1,2,1,0,0,0,0,0,0,47,0,0,21,0,0,0,0,7,0,0,10,3,2,2,2,1,1,2,1,0,1
"B28  9",7396,6375,0,1,1,0,0,0,0,0,0,6,2,2,96,5,12,51,1,0,4,6,0,11,1,3,1,1,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,2,4,22,18,0,5,9,4,0,810,210,16,258,58,48,191,0,0,2,3,0,0,24,28,2,8,16,0,0,1,0,0,1,0,0,0,0,0,0,14,1,0,7,0,0,0,0,2,0,0,0,1,2,0,1,7,7,4,4,0,0
"B29  4",5842,5359,1,2,2,0,0,0,0,0,0,20,1,6,42,2,3,15,0,2,2,2,3,6,2,0,3,0,0,1,1,0,0,0,7,7,0,0,0,0,0,0,0,8,2,82,88,0,20,50,15,3,96,30,7,11,3,25,7,0,0,5,0,0,5,3,93,9,6,33,0,33,2,0,4,6,0,0,0,0,0,0,32,3,8,3,0,0,2,0,0,0,0,9,0,2,0,5,0,0,3,3,0,0
"B29  5",9665,9087,3,2,0,0,0,0,0,2,0,8,7,13,90,8,11,44,4,2,6,4,1,1,1,2,5,1,0,0,0,0,0,0,13,3,10,0,0,0,0,0,0,8,6,31,67,0,13,43,10,1,98,26,9,14,13,10,8,0,0,5,8,2,0,3,146,5,6,31,0,16,0,5,5,74,4,0,0,2,0,2,79,9,2,26,0,1,1,4,3,0,0,18,0,3,2,10,2,2,3,3,0,0
"B29  6",13302,11263,4,0,0,0,0,0,0,0,0,49,21,34,306,23,21,65,15,7,47,26,5,10,23,32,7,12,1,3,5,3,1,0,11,3,4,2,0,2,0,0,0,9,22,103,114,0,35,62,9,8,374,74,27,92,5,80,21,2,8,27,15,14,4,5,914,61,13,581,12,43,10,24,119,40,11,0,0,1,1,0,64,7,5,7,0,6,6,5,2,0,0,12,0,4,2,8,9,9,4,4,0,0
"B29  7",11813,10639,7,1,0,0,0,1,0,0,0,45,23,32,218,13,31,55,5,4,28,7,3,6,24,12,6,5,2,16,0,0,0,1,14,4,2,2,0,6,1,0,1,21,19,60,58,0,17,23,11,7,322,88,16,70,23,61,28,1,0,13,4,4,1,13,303,25,9,173,2,6,15,12,29,29,3,0,0,0,0,0,44,0,5,8,0,13,0,3,2,0,2,1,0,0,2,8,5,5,1,0,1,0
"B3   1",2413,2020,0,0,0,0,0,0,0,0,0,19,3,15,86,10,17,13,3,0,10,3,6,4,4,7,2,2,2,3,0,0,0,0,5,0,1,0,0,4,0,0,0,9,4,13,24,0,7,12,0,5,39,8,9,3,0,0,1,2,8,1,0,0,0,7,171,21,12,110,10,2,1,10,3,1,1,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
